keys,fr
titre.quechua.republique.m,Curaca
titre.quechua.republique.f,Curaca
titre.quechua.theocratie.m,Willaq Umu
titre.quechua.theocratie.f,Mama Cuna
titre.quechua.ploutocratie.m,Qollqa Kamayuq
titre.quechua.ploutocratie.f,Qollqa Kamayuq
titre.quechua.dictature.m,Apuskipay
titre.quechua.dictature.f,Apuskipay
titre.quechua.guilde_maitre.m,Kamayuq
titre.quechua.guilde_maitre.f,Kamayuq
culture.yoruba.name,Yoruba
titre.yoruba.monarchie_hereditaire.m,Oba
titre.yoruba.monarchie_hereditaire.f,Olori
titre.yoruba.republique.m,Baale
titre.yoruba.republique.f,Iyaloja
titre.yoruba.theocratie.m,Babalawo
titre.yoruba.theocratie.f,Iyanifa
titre.yoruba.ploutocratie.m,Iyaloja
titre.yoruba.ploutocratie.f,Iyaloja
titre.yoruba.dictature.m,Balogun
titre.yoruba.dictature.f,Iyalode
titre.yoruba.guilde_maitre.m,Olori Ise
titre.yoruba.guilde_maitre.f,Olori Ise
culture.tibetaine.name,Tibétaine
titre.tibetaine.monarchie_hereditaire.m,Gyalpo
titre.tibetaine.monarchie_hereditaire.f,Gyalmo
titre.tibetaine.republique.m,Dzasak
titre.tibetaine.republique.f,Dzasak
titre.tibetaine.theocratie.m,Rinpoche
titre.tibetaine.theocratie.f,Jetsunma
titre.tibetaine.ploutocratie.m,Tsongpon
titre.tibetaine.ploutocratie.f,Tsongmo
titre.tibetaine.dictature.m,Depon
titre.tibetaine.dictature.f,Depon
titre.tibetaine.guilde_maitre.m,Zopon
titre.tibetaine.guilde_maitre.f,Zopon
culture.malaise.name,Malaise
titre.malaise.monarchie_hereditaire.m,Sultan
titre.malaise.monarchie_hereditaire.f,Permaisuri
titre.malaise.republique.m,Penghulu
titre.malaise.republique.f,Penghulu
titre.malaise.theocratie.m,Imam Besar
titre.malaise.theocratie.f,Imam Besar
titre.malaise.ploutocratie.m,Saudagar
titre.malaise.ploutocratie.f,Saudagar
titre.malaise.dictature.m,Laksamana
titre.malaise.dictature.f,Laksamana
titre.malaise.guilde_maitre.m,Tukang Besar
titre.malaise.guilde_maitre.f,Tukang Besar
culture.khmere.name,Khmère
titre.khmere.monarchie_hereditaire.m,Preah Bat
titre.khmere.monarchie_hereditaire.f,Preah Reachini
titre.khmere.republique.m,Mekhum
titre.khmere.republique.f,Mekhum
titre.khmere.theocratie.m,Sangha Raja
titre.khmere.theocratie.f,Sangha Raja
titre.khmere.ploutocratie.m,Neak Chumnuonh
titre.khmere.ploutocratie.f,Neak Chumnuonh
titre.khmere.dictature.m,Sena Pati
titre.khmere.dictature.f,Sena Pati
titre.khmere.guilde_maitre.m,Kru Chang
titre.khmere.guilde_maitre.f,Kru Chang
culture.javanaise.name,Javanaise
titre.javanaise.monarchie_hereditaire.m,Susuhunan
titre.javanaise.monarchie_hereditaire.f,Ratu
titre.javanaise.republique.m,Lurah Agung
titre.javanaise.republique.f,Lurah Agung
titre.javanaise.theocratie.m,Pandita
titre.javanaise.theocratie.f,Pandita
titre.javanaise.ploutocratie.m,Juragan
titre.javanaise.ploutocratie.f,Juragan
titre.javanaise.dictature.m,Senapati
titre.javanaise.dictature.f,Senapati
titre.javanaise.guilde_maitre.m,Empu
titre.javanaise.guilde_maitre.f,Empu
culture.armenienne.name,Arménienne
titre.armenienne.monarchie_hereditaire.m,Arka
titre.armenienne.monarchie_hereditaire.f,Tagouhi
titre.armenienne.republique.m,Nakharar
titre.armenienne.republique.f,Nakharar
titre.armenienne.theocratie.m,Catholicos
titre.armenienne.theocratie.f,Mayrapet
titre.armenienne.ploutocratie.m,Vacharakan
titre.armenienne.ploutocratie.f,Vacharakan
titre.armenienne.dictature.m,Sparapet
titre.armenienne.dictature.f,Sparapet
titre.armenienne.guilde_maitre.m,Varpet
titre.armenienne.guilde_maitre.f,Varpet
culture.georgienne.name,Géorgienne
titre.georgienne.monarchie_hereditaire.m,Mepe
titre.georgienne.monarchie_hereditaire.f,Dedopali
titre.georgienne.republique.m,Mamasakhlisi
titre.georgienne.republique.f,Mamasakhlisi
titre.georgienne.theocratie.m,Katalikosi
titre.georgienne.theocratie.f,Katalikosi
titre.georgienne.ploutocratie.m,Vachari
titre.georgienne.ploutocratie.f,Vachari
titre.georgienne.dictature.m,Sardali
titre.georgienne.dictature.f,Sardali
titre.georgienne.guilde_maitre.m,Ostati
titre.georgienne.guilde_maitre.f,Ostati
culture.ethiopienne.name,Éthiopienne
titre.ethiopienne.monarchie_hereditaire.m,Negus
titre.ethiopienne.monarchie_hereditaire.f,Negiste
titre.ethiopienne.republique.m,Shum
titre.ethiopienne.republique.f,Shum
titre.ethiopienne.theocratie.m,Abune
titre.ethiopienne.theocratie.f,Emahoy
titre.ethiopienne.ploutocratie.m,Nagade
titre.ethiopienne.ploutocratie.f,Nagade
titre.ethiopienne.dictature.m,Ras
titre.ethiopienne.dictature.f,Ras
titre.ethiopienne.guilde_maitre.m,Aleqa
titre.ethiopienne.guilde_maitre.f,Aleqa
culture.lakota.name,Lakota
titre.lakota.monarchie_hereditaire.m,Itancan
titre.lakota.monarchie_hereditaire.f,Itancan Winyan
titre.lakota.republique.m,Naca
titre.lakota.republique.f,Naca
titre.lakota.theocratie.m,Wicasa Wakan
titre.lakota.theocratie.f,Winyan Wakan
titre.lakota.ploutocratie.m,Wopeton
titre.lakota.ploutocratie.f,Wopeton
titre.lakota.dictature.m,Blotahunka
titre.lakota.dictature.f,Blotahunka
titre.lakota.guilde_maitre.m,Wayupika
titre.lakota.guilde_maitre.f,Wayupika
culture.inuite.name,Inuite
titre.inuite.monarchie_hereditaire.m,Angajuqqaaq
titre.inuite.monarchie_hereditaire.f,Angajuqqaaq
titre.inuite.republique.m,Isumataq
titre.inuite.republique.f,Isumataq
titre.inuite.theocratie.m,Angakkuq
titre.inuite.theocratie.f,Angakkuq
titre.inuite.ploutocratie.m,Niuvertoq
titre.inuite.ploutocratie.f,Niuvertoq
titre.inuite.dictature.m,Nalagaq
titre.inuite.dictature.f,Nalagaq
titre.inuite.guilde_maitre.m,Sanaji
titre.inuite.guilde_maitre.f,Sanaji
culture.nguni.name,Nguni
titre.nguni.monarchie_hereditaire.m,Inkosi Enkulu
titre.nguni.monarchie_hereditaire.f,Indlovukazi
titre.nguni.republique.m,Induna Enkulu
titre.nguni.republique.f,Induna Enkulu
titre.nguni.theocratie.m,Isangoma Esikhulu
titre.nguni.theocratie.f,Isangoma Esikhulu
titre.nguni.ploutocratie.m,Umthengisi Omkhulu
titre.nguni.ploutocratie.f,Umthengisi Omkhulu
titre.nguni.dictature.m,Induna Yempi
titre.nguni.dictature.f,Induna Yempi
titre.nguni.guilde_maitre.m,Ingcweti
titre.nguni.guilde_maitre.f,Ingcweti
culture.basque.name,Basque
titre.basque.monarchie_hereditaire.m,Jaun
titre.basque.monarchie_hereditaire.f,Andere
titre.basque.republique.m,Alkate Nagusi
titre.basque.republique.f,Alkate Nagusi
titre.basque.theocratie.m,Apaiz Nagusi
titre.basque.theocratie.f,Apaiz Nagusi
titre.basque.ploutocratie.m,Merkatari Nagusi
titre.basque.ploutocratie.f,Merkatari Nagusi
titre.basque.dictature.m,Gudalburu
titre.basque.dictature.f,Gudalburu
titre.basque.guilde_maitre.m,Maisu
titre.basque.guilde_maitre.f,Maistra
culture.albanaise.name,Albanaise
titre.albanaise.monarchie_hereditaire.m,Mbret
titre.albanaise.monarchie_hereditaire.f,Mbretëreshë
titre.albanaise.republique.m,Kryeplak
titre.albanaise.republique.f,Kryeplake
titre.albanaise.theocratie.m,Kryeprift
titre.albanaise.theocratie.f,Kryepriftëreshë
titre.albanaise.ploutocratie.m,Tregtar i Madh
titre.albanaise.ploutocratie.f,Tregtare e Madhe
titre.albanaise.dictature.m,Kryekomandant
titre.albanaise.dictature.f,Kryekomandante
titre.albanaise.guilde_maitre.m,Mjeshtër
titre.albanaise.guilde_maitre.f,Mjeshtre
culture.kurde.name,Kurde
titre.kurde.monarchie_hereditaire.m,Mîr
titre.kurde.monarchie_hereditaire.f,Mîre
titre.kurde.republique.m,Serok
titre.kurde.republique.f,Seroke
titre.kurde.theocratie.m,Şêx
titre.kurde.theocratie.f,Şêxe
titre.kurde.ploutocratie.m,Bazirgan
titre.kurde.ploutocratie.f,Bazirgane
titre.kurde.dictature.m,Serdar
titre.kurde.dictature.f,Serdare
titre.kurde.guilde_maitre.m,Ustad
titre.kurde.guilde_maitre.f,Ustade
culture.ouzbeke.name,Ouzbèke
titre.ouzbeke.monarchie_hereditaire.m,Xon
titre.ouzbeke.monarchie_hereditaire.f,Xonim
titre.ouzbeke.republique.m,Oqsoqol
titre.ouzbeke.republique.f,Oqsoqol
titre.ouzbeke.theocratie.m,Bosh Imom
titre.ouzbeke.theocratie.f,Bosh Imom
titre.ouzbeke.ploutocratie.m,Savdogar
titre.ouzbeke.ploutocratie.f,Savdogar
titre.ouzbeke.dictature.m,Amir
titre.ouzbeke.dictature.f,Amira
titre.ouzbeke.guilde_maitre.m,Usta
titre.ouzbeke.guilde_maitre.f,Usta
culture.tamoule.name,Tamoule
titre.tamoule.monarchie_hereditaire.m,Mannan
titre.tamoule.monarchie_hereditaire.f,Rani
titre.tamoule.republique.m,Peraiyar
titre.tamoule.republique.f,Peraiyar
titre.tamoule.theocratie.m,Kurukkal
titre.tamoule.theocratie.f,Kurukkal
titre.tamoule.ploutocratie.m,Chettiar
titre.tamoule.ploutocratie.f,Chettichi
titre.tamoule.dictature.m,Senathipathi
titre.tamoule.dictature.f,Senathipathi
titre.tamoule.guilde_maitre.m,Aasan
titre.tamoule.guilde_maitre.f,Aasan
culture.bengalie.name,Bengalie
titre.bengalie.monarchie_hereditaire.m,Maharaj
titre.bengalie.monarchie_hereditaire.f,Maharani
titre.bengalie.republique.m,Sabhapati
titre.bengalie.republique.f,Sabhanetri
titre.bengalie.theocratie.m,Purohit
titre.bengalie.theocratie.f,Purohita
titre.bengalie.ploutocratie.m,Banik
titre.bengalie.ploutocratie.f,Banik
titre.bengalie.dictature.m,Senapati
titre.bengalie.dictature.f,Senapati
titre.bengalie.guilde_maitre.m,Karigar Pradhan
titre.bengalie.guilde_maitre.f,Karigar Pradhan
culture.birmane.name,Birmane
titre.birmane.monarchie_hereditaire.m,Min
titre.birmane.monarchie_hereditaire.f,Mibaya
titre.birmane.republique.m,Myothugyi
titre.birmane.republique.f,Myothugyi
titre.birmane.theocratie.m,Sayadaw
titre.birmane.theocratie.f,Sayadaw
titre.birmane.ploutocratie.m,Thutay
titre.birmane.ploutocratie.f,Thutay
titre.birmane.dictature.m,Bo Gyoke
titre.birmane.dictature.f,Bo Gyoke
titre.birmane.guilde_maitre.m,Saya Gyi
titre.birmane.guilde_maitre.f,Saya Gyi
culture.haoussa.name,Haoussa
titre.haoussa.monarchie_hereditaire.m,Sarki
titre.haoussa.monarchie_hereditaire.f,Sarauniya
titre.haoussa.republique.m,Shugaba
titre.haoussa.republique.f,Shugaba
titre.haoussa.theocratie.m,Limamin Juma
titre.haoussa.theocratie.f,Limamin Juma
titre.haoussa.ploutocratie.m,Attajiri
titre.haoussa.ploutocratie.f,Attajiriya
titre.haoussa.dictature.m,Madawaki
titre.haoussa.dictature.f,Madawaki
titre.haoussa.guilde_maitre.m,Sarkin Sana'a
titre.haoussa.guilde_maitre.f,Sarkin Sana'a
culture.akan.name,Akan
titre.akan.monarchie_hereditaire.m,Ohene
titre.akan.monarchie_hereditaire.f,Ohemaa
titre.akan.republique.m,Odikro
titre.akan.republique.f,Obaapanin
titre.akan.theocratie.m,Okomfo
titre.akan.theocratie.f,Okomfo
titre.akan.ploutocratie.m,Osikani
titre.akan.ploutocratie.f,Osikani
titre.akan.dictature.m,Safohene
titre.akan.dictature.f,Safohemaa
titre.akan.guilde_maitre.m,Adwumfo Panin
titre.akan.guilde_maitre.f,Adwumfo Panin
culture.maya.name,Maya
titre.maya.monarchie_hereditaire.m,Ajaw
titre.maya.monarchie_hereditaire.f,Ix Ajaw
titre.maya.republique.m,Batab
titre.maya.republique.f,Ix Batab
titre.maya.theocratie.m,Ah Kin
titre.maya.theocratie.f,Ix Kin
titre.maya.ploutocratie.m,Ppolm
titre.maya.ploutocratie.f,Ppolm
titre.maya.dictature.m,Nacom
titre.maya.dictature.f,Nacom
titre.maya.guilde_maitre.m,Ah Men
titre.maya.guilde_maitre.f,Ix Men
culture.guarani.name,Guaranie
titre.guarani.monarchie_hereditaire.m,Mburuvicha Guasu
titre.guarani.monarchie_hereditaire.f,Mburuvicha Guasu
titre.guarani.republique.m,Tendota
titre.guarani.republique.f,Tendota
titre.guarani.theocratie.m,Paje
titre.guarani.theocratie.f,Paje
titre.guarani.ploutocratie.m,Ñemuha
titre.guarani.ploutocratie.f,Ñemuha
titre.guarani.dictature.m,Ruvicha
titre.guarani.dictature.f,Ruvicha
titre.guarani.guilde_maitre.m,Mbaapo Ruvicha
titre.guarani.guilde_maitre.f,Mbaapo Ruvicha
culture.samie.name,Samie
titre.samie.monarchie_hereditaire.m,Noaidi Stuoris
titre.samie.monarchie_hereditaire.f,Noaidi Stuoris
titre.samie.republique.m,Siidaisit
titre.samie.republique.f,Siidaisit
titre.samie.theocratie.m,Noaidi
titre.samie.theocratie.f,Noaidi
titre.samie.ploutocratie.m,Gávpe Isit
titre.samie.ploutocratie.f,Gávpe Isit
titre.samie.dictature.m,Soahteoaivi
titre.samie.dictature.f,Soahteoaivi
titre.samie.guilde_maitre.m,Duojár
titre.samie.guilde_maitre.f,Duojár
journal.gaz_echappe,"un souffle de {gaz} s'échappe de la roche ({n} tuiles)"
journal.gaz_blesse,"{nom} respire du {gaz} ({degats})"
journal.gaz_explose,"le {gaz} s'enflamme et explose !"
zone.gaz,Nuage de gaz
journal.gaz_soigne,"les {gaz} soignent {nom} (+{n})"
journal.gaz_mana,"la {gaz} rend du mana à {nom} (+{n})"
gaz._template,gabarit
gaz.azote,azote
gaz.dioxyde_de_carbone,dioxyde de carbone
gaz.methane,méthane (grisou)
gaz.monoxyde_de_carbone,monoxyde de carbone
gaz.sulfure_d_hydrogene,sulfure d'hydrogène
gaz.dioxyde_de_soufre,dioxyde de soufre
gaz.vapeur_d_eau,vapeur d'eau
gaz.radon,radon
gaz.hydrogene,hydrogène
gaz.ammoniac,ammoniac
gaz.ethane,éthane
gaz.helium,hélium
gaz.argon,argon
gaz.vapeur_de_mercure,vapeur de mercure
gaz.arsine,arsine
journal.nappe_percee,"la pioche perce une nappe : l'eau jaillit en ({x},{y})"
journal.geode,"une géode s'ouvre : {n} gemme(s) brute(s) au sol"
journal.magma_perce,"la pioche perce une poche de magma en ({x},{y}) !"
item.farine.name,Farine
item.fromage.name,Fromage
item.beurre.name,Beurre
item.sucre.name,Sucre
item.biere.name,Bière
item.vin.name,Vin
recipe.moudre_farine.name,Moudre la farine
recipe.cuire_pain.name,Cuire le pain
recipe.faire_fromage.name,Faire le fromage
recipe.baratter_beurre.name,Baratter le beurre
recipe.presser_huile.name,"Presser l'huile"
recipe.raffiner_sucre.name,Raffiner le sucre
recipe.brasser_biere.name,Brasser la bière
recipe.vinifier.name,Vinifier
recipe.rouir_lin.name,Rouir le lin
recipe.rouir_chanvre.name,Rouir le chanvre
item.viande_salee.name,Viande salée
item.viande_fumee.name,Viande fumée
recipe.saler_viande.name,Saler la viande
recipe.fumer_viande.name,Fumer la viande
item.chandelle.name,Chandelle
material.uraninite.name,Uraninite
material.kaolin.name,Kaolin
recipe.faire_vinaigre.name,Faire le vinaigre
recipe.distiller_vin.name,Distiller le vin
recipe.faire_savon.name,Faire le savon
recipe.faire_encre.name,"Faire l'encre"
plant.seigle.name,Seigle
item.seigle.name,Seigle
plant.avoine.name,Avoine
item.avoine.name,Avoine
plant.millet.name,Millet
item.millet.name,Millet
plant.riz.name,Riz
item.riz.name,Riz
plant.mais.name,Maïs
item.mais.name,Maïs
plant.sarrasin.name,Sarrasin
item.sarrasin.name,Sarrasin
plant.epeautre.name,Épeautre
item.epeautre.name,Épeautre
plant.navet.name,Navet
item.navet.name,Navet
plant.betterave.name,Betterave
item.betterave.name,Betterave
plant.radis.name,Radis
item.radis.name,Radis
plant.panais.name,Panais
item.panais.name,Panais
plant.poireau.name,Poireau
item.poireau.name,Poireau
plant.ail.name,Ail
item.ail.name,Ail
plant.laitue.name,Laitue
item.laitue.name,Laitue
plant.epinard.name,Épinard
item.epinard.name,Épinard
plant.courgette.name,Courgette
item.courgette.name,Courgette
plant.concombre.name,Concombre
item.concombre.name,Concombre
plant.aubergine.name,Aubergine
item.aubergine.name,Aubergine
plant.poivron.name,Poivron
item.poivron.name,Poivron
plant.haricot.name,Haricot
item.haricot.name,Haricot
plant.pois.name,Pois
item.pois.name,Pois
plant.lentille.name,Lentille
item.lentille.name,Lentille
plant.feve.name,Fève
item.feve.name,Fève
plant.tige_de_lin.name,Lin
item.tige_de_lin.name,Tiges de lin
plant.tige_de_chanvre.name,Chanvre
item.tige_de_chanvre.name,Tiges de chanvre
plant.tournesol.name,Tournesol
item.tournesol.name,Graines de tournesol
plant.colza.name,Colza
item.colza.name,Graines de colza
plant.canne_a_sucre.name,Canne à sucre
item.canne_a_sucre.name,Canne à sucre
plant.poivre.name,Poivrier
item.poivre.name,Poivre
plant.safran.name,Safran
item.safran.name,Safran
plant.gingembre.name,Gingembre
item.gingembre.name,Gingembre
plant.cannelle.name,Cannelier
item.cannelle.name,Cannelle
plant.garance.name,Garance
item.garance.name,Racine de garance
plant.indigo.name,Indigotier
item.indigo.name,"Feuilles d'indigo"
plant.pastel.name,Pastel
item.pastel.name,Feuilles de pastel
plant.tabac.name,Tabac
item.tabac.name,Feuilles de tabac
plant.thym.name,Thym
item.thym.name,Thym
plant.romarin.name,Romarin
item.romarin.name,Romarin
plant.basilic.name,Basilic
item.basilic.name,Basilic
plant.lavande.name,Lavande
item.lavande.name,Lavande
plant.origan.name,Origan
item.origan.name,Origan
plant.persil.name,Persil
item.persil.name,Persil
plant.coriandre.name,Coriandre
item.coriandre.name,Coriandre
plant.aneth.name,Aneth
item.aneth.name,Aneth
plant.cepe.name,Cèpe
item.cepe.name,Cèpe
plant.girolle.name,Girolle
item.girolle.name,Girolle
plant.truffe.name,Truffe
item.truffe.name,Truffe
plant.soja.name,Soja
item.soja.name,Soja
plant.pois_chiche.name,Pois chiche
item.pois_chiche.name,Pois chiche
plant.sorgho.name,Sorgho
item.sorgho.name,Sorgho
plant.quinoa.name,Quinoa
item.quinoa.name,Quinoa
plant.patate_douce.name,Patate douce
item.patate_douce.name,Patate douce
plant.manioc.name,Manioc
item.manioc.name,Manioc
plant.igname.name,Igname
item.igname.name,Igname
plant.taro.name,Taro
item.taro.name,Taro
plant.melon.name,Melon
item.melon.name,Melon
plant.pasteque.name,Pastèque
item.pasteque.name,Pastèque
plant.courge.name,Courge
item.courge.name,Courge
plant.pecher.name,Pêcher
item.pecher.name,Pêche
plant.abricotier.name,Abricotier
item.abricotier.name,Abricot
plant.cognassier.name,Cognassier
item.cognassier.name,Coing
plant.chataigne.name,Châtaignier
item.chataigne.name,Châtaigne
plant.grenadier.name,Grenadier
item.grenadier.name,Grenade
plant.citronnier.name,Citronnier
item.citronnier.name,Citron
plant.ananas.name,Ananas
item.ananas.name,Ananas
plant.murier.name,Mûrier
item.murier.name,Mûre
plant.fraisier.name,Fraisier
item.fraisier.name,Fraise
plant.groseillier.name,Groseillier
item.groseillier.name,Groseille
plant.cassissier.name,Cassissier
item.cassissier.name,Cassis
plant.pomme.name,Pommier
item.pomme.name,Pomme
plant.poirier.name,Poirier
item.poirier.name,Poire
plant.prunier.name,Prunier
item.prunier.name,Prune
plant.cerise.name,Cerisier
item.cerise.name,Cerise
plant.figuier.name,Figuier
item.figuier.name,Figue
plant.olive.name,Olivier
item.olive.name,Olive
plant.oranger.name,Oranger
item.oranger.name,Orange
plant.dattier.name,Dattier
item.dattier.name,Datte
plant.noisette.name,Noisetier
item.noisette.name,Noisette
